satellite_name,norad_id,horizon_h,future_x_km,future_y_km,future_z_km,vel_x_km_s,vel_y_km_s,vel_z_km_s,altitude_km,velocity_mag_km_s,sgp4_risk_score
OPS 7613 (P/L 5),4247,1,2536.329,-737.7213,6790.2556,4.139308,6.057038,-0.901892,914.929496368055,7.39154850027868,0.0010144962978249068
OPS 7613 (P/L 5),4247,6,-148.0559,-3892.4492,6166.3569,4.907035,4.620502,3.018694,922.6300113374991,7.38515705241703,0.0010125489010187325
OPS 7613 (P/L 5),4247,12,489.9733,4157.5131,-5953.4032,-4.938278,-4.315832,-3.430689,906.9116972628035,7.401528387585162,0.0010169851868866244
OPS 7613 (P/L 5),4247,24,1240.178,4678.9308,-5433.5328,-4.891446,-3.604663,-4.229987,905.930231323403,7.40355518211717,0.0010174008746502354
COSMOS 312,4254,1,-5538.2274,-408.0116,5063.725,4.754907,-2.373406,4.992331,1144.300863935543,7.291472103289294,0.0009702169261485778
COSMOS 312,4254,6,-5348.6043,2444.2121,-4725.2864,-4.924882,-0.569689,5.309629,1172.8764776333564,7.2643766689431795,0.000962950108008945
COSMOS 312,4254,12,-2455.9437,-1522.8977,6934.4429,6.743484,-1.960505,1.959066,1141.4812941927112,7.290822718022774,0.000970494625212407
COSMOS 312,4254,24,-3478.3557,2578.551,-6183.9494,-6.256609,0.301435,3.664371,1178.113445768572,7.256971411253251,0.0009613011466029733
OPS 7613 (P/L 1),4256,1,-689.4473,7249.4428,-326.9966,-2.544856,0.058446,6.938042,918.4914271409007,7.390272984769642,0.001013825595192211
OPS 7613 (P/L 1),4256,6,742.3053,6191.3149,-3782.7585,-2.513466,3.835121,5.787611,922.3297758083281,7.383908552055477,0.0010124193995104396
OPS 7613 (P/L 1),4256,12,-835.9804,-6092.6878,3856.807,2.474545,-3.985601,-5.746943,888.1093181396573,7.4186078298744835,0.0010219721875983129
OPS 7613 (P/L 1),4256,24,-1037.0362,-5924.5291,4063.9111,2.361554,-4.259661,-5.595872,887.8471926030006,7.418586965873017,0.0010220062179339988
TIMATION 2,4257,1,5553.6374,3511.0799,3121.2286,0.986244,3.939192,-6.197261,903.1073959847972,7.409180436628669,0.0010185690193024138
TIMATION 2,4257,6,4132.589,797.2938,5937.9929,3.946715,5.217251,-3.459872,907.3053609263916,7.400471710952621,0.0010167849992502485
TIMATION 2,4257,12,-3920.7807,-474.331,-6128.2101,-4.230102,-5.208277,3.091496,919.5740668890749,7.387642367978366,0.0010133142191820171
TIMATION 2,4257,24,-3365.5277,233.7576,-6461.1303,-4.789065,-5.138738,2.291342,917.8698759549234,7.388641280224193,0.00101368818568135
OPS 7613 (P/L 3),4259,1,1560.2736,-4876.8331,5204.4405,2.025085,5.476313,4.515575,929.9695048091262,7.381151056022293,0.001010982315589779
OPS 7613 (P/L 3),4259,6,124.5244,-7067.0216,1835.1185,2.575187,1.779948,6.687274,931.4626346256764,7.38372781992599,0.00101112846300849
OPS 7613 (P/L 3),4259,12,157.2444,7167.044,-1267.2552,-2.595576,-1.157705,-6.839953,908.9162935568429,7.406905742684323,0.0010174438062206667
OPS 7613 (P/L 3),4259,24,710.1236,7244.5361,-144.2472,-2.532521,0.103679,-6.95919,909.6858252631682,7.406398409927864,0.0010172665855500162
OPS 7613 (P/L 6),4295,1,4206.0184,5226.9366,2831.5344,-0.467655,3.798332,-6.336755,911.1043702999395,7.402735380335704,0.0010165654052594684
OPS 7613 (P/L 6),4295,6,3776.2115,2252.7794,5810.8676,2.020637,6.083425,-3.683643,916.0412776741123,7.3932576965667165,0.00101457606933256
OPS 7613 (P/L 6),4295,12,-3648.0379,-1803.4506,-6045.2015,-2.347565,-6.209904,3.251932,916.3229489352962,7.392498282114444,0.0010144326433611007
OPS 7613 (P/L 6),4295,24,-3277.3891,-808.0511,-6456.2333,-2.992118,-6.35812,2.299143,914.4083150526922,7.393545739005948,0.00101484301486985
ITOS 1 (TIROS M),4320,1,1521.1832,777.0081,7616.4088,5.622478,-4.373016,-0.667869,1434.6020218907706,7.1541300517883375,0.0009165378956965288
ITOS 1 (TIROS M),4320,6,-5024.2917,2335.9298,-5562.483,-3.538135,3.838485,4.835863,1480.1968668799746,7.116033820058685,0.0009063629330296694
ITOS 1 (TIROS M),4320,12,-6304.0962,4643.2986,11.7869,0.864312,1.111593,6.99936,1458.5587180011626,7.139587848089902,0.0009118761484826816
ITOS 1 (TIROS M),4320,24,1284.6568,968.5332,7637.9349,5.737317,-4.253344,-0.417194,1434.539647578922,7.154145118353485,0.0009165471500196039
OSCAR 5,4321,1,654.5875,1953.6801,7537.5628,3.589446,-6.047505,1.270662,1443.1028718744228,7.14639917931996,0.0009145514586251798
OSCAR 5,4321,6,-2955.0375,2544.7633,-6799.6702,-2.45947,5.830721,3.274992,1467.5956464280753,7.125438418848696,0.0009090197709197624
OSCAR 5,4321,12,-4019.6822,6381.1463,-2070.5104,0.252459,2.328608,6.752253,1449.7343905485432,7.146962385542126,0.0009138479877515494
OSCAR 5,4321,24,494.8626,2171.4664,7490.0965,3.701253,-5.929127,1.489035,1443.1986728339562,7.146400911183405,0.0009145404679852653
SERT 2,4327,1,2959.3276,4535.136,-5082.3796,4.023458,3.203125,5.210185,1055.68571982913,7.320809502890647,0.000985743813467723
SERT 2,4327,6,-2161.068,-683.5293,-7075.8027,4.469366,5.470799,-1.893548,1058.9670964217457,7.313713022033405,0.0009843533527296065
SERT 2,4327,12,4468.0341,3964.1952,4388.747,-2.215909,-3.92838,5.786047,1041.1031112953933,7.336263490830329,0.0009897681374197978
SERT 2,4327,24,3239.02,4861.4601,-4584.6467,3.699387,2.845487,5.642211,1054.902654096195,7.322349719281305,0.000986055172059417
OPS 0054 (DMSP 5A F1),4331,1,1297.1281,-6839.5712,1771.8028,-1.524145,1.593362,7.102251,812.4226292044723,7.436651780947525,0.0010352518798926768
OPS 0054 (DMSP 5A F1),4331,6,1437.9649,-6935.6212,1212.6355,-1.414434,1.009952,7.228088,815.1720922464483,7.434102684144468,0.0010345010652006966
OPS 0054 (DMSP 5A F1),4331,12,-529.4421,5376.0233,-4684.5682,2.00549,-4.578099,-5.548282,779.3226976022934,7.467557414939975,0.0010443664895633394
OPS 0054 (DMSP 5A F1),4331,24,1433.9081,-1191.8923,-6946.2355,1.531602,-7.101699,1.504845,821.1406629393132,7.419197520421599,0.0010315701358084243
NIMBUS 4,4362,1,-3868.376,-849.1685,-6342.5606,5.196924,3.580476,-3.657104,1106.5326801987703,7.293986366532912,0.0009754536260133096
NIMBUS 4,4362,6,-6243.7708,-3770.9188,1590.6813,-1.990354,0.309446,-7.028589,1094.5722752710508,7.311520307237956,0.000979365015520193
NIMBUS 4,4362,12,2403.8128,2663.9779,-6565.6592,5.949383,2.667206,3.258927,1111.1771537218292,7.289015785306957,0.0009741838017937348
NIMBUS 4,4362,24,-6404.768,-3225.7342,-2095.8907,1.199778,2.077786,-6.900477,1100.2229313024864,7.305699469497018,0.0009778451983928939
TOPO 1,4363,1,-612.1365,-1606.0401,7252.8873,-6.781682,-2.49188,-1.123021,1082.754093337233,7.311761268666053,0.000980950159759348
TOPO 1,4363,6,6317.9766,1887.2497,3492.2652,-2.818186,-2.324304,6.332317,1090.5317445835944,7.310458262209079,0.0009797530202181098
TOPO 1,4363,12,-6327.6285,-3052.8059,2511.5163,-2.767015,0.145255,-6.766582,1089.9798567113648,7.3119151381819245,0.0009800207584804894
TOPO 1,4363,24,3598.459,269.7102,6524.3462,-5.773942,-3.035625,3.301866,1084.7859481156966,7.31134354561082,0.00098062680400027
COSMOS 332,4369,1,-6321.681,-1444.6299,2875.6246,-2.327286,-2.844544,-6.535065,722.6466682419532,7.49765064856699,0.0010569529325634092
COSMOS 332,4369,6,-6609.6189,-1821.3554,1823.0627,-1.217795,-2.54754,-6.94602,723.2198376197548,7.498011640029976,0.001056918422554227
COSMOS 332,4369,12,5354.9919,2963.5836,3588.9169,-4.305135,0.347639,6.12574,724.0046172190887,7.495313922054632,0.0010564212888408869
COSMOS 332,4369,24,-4490.1804,164.6259,5486.5023,-5.341988,-3.06019,-4.275717,720.5815724984977,7.495555649338679,0.0010569653007175173
DFH-1,4382,1,4593.6795,-1728.8916,5674.1386,6.172283,2.054226,-3.370963,1131.4533564215362,7.3266850238381345,0.0009765718859907396
DFH-1,4382,6,-6481.3078,-1377.197,1700.3387,2.675401,-2.533959,7.10261,469.69982310783143,8.00161155871628,0.001169706574711391
DFH-1,4382,12,5443.62,-1495.6973,5118.7562,5.512884,2.179052,-4.112111,1249.4838529233648,7.2145418768263445,0.0009467301573060492
DFH-1,4382,24,-5406.312,1457.6601,-4777.5049,-4.468721,-2.51445,5.426664,989.5390752308367,7.465963323459137,0.0010143228977050154
COSMOS 336,4383,1,-2411.9327,-7303.5344,1556.5129,1.47528,-1.914758,-6.709376,1476.4050799725546,7.1315128539700465,0.0009087733819387578
COSMOS 336,4383,6,1058.119,7181.0688,3021.4596,-2.479011,-2.27662,6.270963,1491.3522588934293,7.1171251998183935,0.0009052157631029468
COSMOS 336,4383,12,-1047.0818,3607.6661,6901.3321,-2.509703,-6.053821,2.775101,1486.4817683193423,7.116779005171582,0.0009057328053710277
COSMOS 336,4383,24,-2922.3123,-6302.8708,3650.2151,0.685361,-3.78922,-6.000363,1476.9398428181103,7.129674890237983,0.000908477260661289
COSMOS 337,4384,1,5888.8505,-4716.1468,-2451.7737,-0.344157,2.89561,-6.440608,1561.9562665195745,7.069966953417322,0.0008912146639778626
COSMOS 337,4384,6,-4891.2483,2540.2919,5580.2264,2.860139,-4.639792,4.624082,1472.2339978299424,7.147740849059162,0.0009113257173044679
COSMOS 337,4384,12,-2183.3078,-861.2908,7495.4405,4.866101,-5.147077,0.855429,1483.316207076573,7.134640801061466,0.0009083719846462644
COSMOS 337,4384,24,4264.5525,-5705.0165,3436.7638,3.513114,-1.081857,-6.064049,1537.5375833664048,7.091196994855382,0.0008966508561291925
COSMOS 338,4385,1,-1585.2657,-1880.9169,-7498.53,2.750143,-6.458274,1.019198,1520.6961348750683,7.093049706771341,0.0008987991409635832
COSMOS 338,4385,6,-243.5516,5355.2084,5724.6431,-3.088473,4.633495,-4.469148,1471.774573559458,7.140113810903716,0.0009104066097953854
COSMOS 338,4385,12,-2281.8886,7382.4013,1368.5947,-2.262501,0.566102,-6.748181,1476.2871739168395,7.139840968688729,0.0009098483094158256
COSMOS 338,4385,24,-2904.7637,2228.7186,-6976.8117,1.450497,-6.418297,-2.680775,1508.1332167999635,7.10528201606685,0.0009017847294315191
COSMOS 339,4386,1,-4849.3763,-5454.1591,2872.1762,3.230907,0.463513,6.335347,1472.0668817090254,7.126726173652738,0.000908665740218679
COSMOS 339,4386,6,1586.8317,3930.4239,-6582.4891,-5.297267,-3.432224,-3.326725,1458.1397758269022,7.135005149338716,0.0009113396048143907
COSMOS 339,4386,12,-3113.0682,5.794,-7187.2735,-4.732155,-4.929773,2.038095,1461.504551680101,7.1309034493939825,0.00091042442456856
COSMOS 339,4386,24,-5119.4481,-5358.381,2568.2695,3.042104,0.181,6.442304,1472.2776321117735,7.126741090795428,0.0009086432260943158
COSMOS 340,4387,1,-7784.7538,467.6191,-874.388,0.648114,-2.011081,-6.79404,1476.6502039682719,7.115017784036593,0.00090664308412202
COSMOS 340,4387,6,5247.221,1117.9203,5661.3632,-5.238617,1.809791,4.524811,1428.6222538214834,7.154884074678709,0.0009173372558104489
COSMOS 340,4387,12,-1054.4211,2244.3886,7420.0394,-7.033587,0.411029,-1.095503,1452.43075264858,7.130246682157567,0.0009113964074832082
COSMOS 340,4387,24,-7430.7576,131.3127,-2511.8125,2.156074,-2.104203,-6.447697,1473.9094048494471,7.116819652238912,0.0009071895269867036
COSMOS 341,4388,1,4373.3827,-4328.9569,4862.3135,-1.178542,4.67052,5.217931,1471.7314537091697,7.101374672338095,0.0009054721195355408
COSMOS 341,4388,6,-1902.8408,-975.87,-7441.436,3.752965,-6.128624,-0.196345,1371.6155212008707,7.189111891160549,0.0009285120604885113
COSMOS 341,4388,12,2391.8465,-6156.9007,-4147.1409,3.479763,-2.5505,5.691664,1428.1751841893865,7.142047316775842,0.0009157439278007647
COSMOS 341,4388,24,2512.3822,-63.3181,7413.7397,-3.320898,6.183126,1.141471,1457.1293959681416,7.1107219536500645,0.0009083551885732017
COSMOS 342,4389,1,1455.5628,4182.4232,-6321.1764,-1.573045,5.998036,3.671544,1347.0695752603215,7.206326510314184,0.0009336954584360718
COSMOS 342,4389,6,384.0441,-7788.7253,870.9184,1.998052,-0.658024,-6.773988,1475.6700280477871,7.09310374965882,0.0009039635570636515
COSMOS 342,4389,12,2071.4641,-4498.0617,-6031.0708,0.714555,5.839091,-4.025119,1432.6746196396698,7.127913826532066,0.0009134047963241698
COSMOS 342,4389,24,-369.7238,7672.7419,-405.3305,-2.008709,0.277661,6.945573,1321.3310359430252,7.235536730328373,0.0009406169204782991
COSMOS 343,4390,1,-2673.1038,4180.9173,-6074.5948,-5.265195,2.496147,4.067317,1472.8673738915786,7.106060498766036,0.0009059383796338343
COSMOS 343,4390,6,5990.2087,-4889.1123,967.922,1.953789,0.966349,-6.817632,1421.489483448211,7.1575993135789595,0.0009185253735384818
COSMOS 343,4390,12,5239.0523,-2050.9111,-5456.4497,-3.243257,4.197806,-4.73822,1466.5218450010452,7.112736460047215,0.0009075236536130212
COSMOS 343,4390,24,-4890.42,5081.5603,-3391.3262,-3.58067,0.583688,6.133295,1454.5706663311475,7.125952349494698,0.0009105984283233812
METEOR 1-5,4419,1,2758.4979,-3669.8327,5597.7717,-1.916768,5.519227,4.550714,868.6153706957793,7.405731844534273,0.0010229454833347769
METEOR 1-5,4419,6,3189.1602,-5193.9572,3910.3678,-0.913765,4.056433,6.129415,870.4715706113711,7.406709350375442,0.0010228182598181657
METEOR 1-5,4419,12,-2845.5927,4075.1153,-5202.7739,1.656595,-5.250718,-5.021809,824.3331248183777,7.45204080383555,0.0010356769693027454
METEOR 1-5,4419,24,-1759.8255,1251.609,-6867.9443,2.777753,-6.629775,-1.935239,828.4562146896724,7.444123740693393,0.0010339841675131665
NNSS 19 (TRANSIT 19),4507,1,-495.987,-701.3016,-7279.1767,-4.26794,-6.009939,0.898809,958.6821532829408,7.425802060774445,0.001013113789313286
NNSS 19 (TRANSIT 19),4507,6,3788.9606,5334.4541,-3520.1449,-2.070648,-2.918489,-6.400704,1058.9423342550363,7.333087540636686,0.0009869642603857354
NNSS 19 (TRANSIT 19),4507,12,-4166.2431,-5867.845,-1646.0778,-1.010622,-1.420443,7.172849,1011.327453857316,7.381651435819359,0.000999908427519345
NNSS 19 (TRANSIT 19),4507,24,1060.3388,1490.5138,-7113.2334,-4.164521,-5.865614,-1.7829,973.6605885943727,7.4113018536851545,0.0010090734301860416
OPS 0203 (DMSP 5A F2),4512,1,2360.1851,1464.9242,6624.9345,-3.76855,-5.827581,2.640781,812.7478900152046,7.425388454755886,0.0010336371165080196
OPS 0203 (DMSP 5A F2),4512,6,2554.1434,1788.2142,6471.4473,-3.604098,-5.74691,3.021771,812.3828165790028,7.426142802164863,0.0010337946607865
OPS 0203 (DMSP 5A F2),4512,12,-316.0299,1420.8368,-6961.9695,4.475053,5.933842,0.997585,741.5010670549991,7.498783639097611,0.0010543103710496252
OPS 0203 (DMSP 5A F2),4512,24,3666.805,5751.9093,-2124.6705,2.217223,1.232599,7.029949,773.518474818421,7.473657810545717,0.0010460687920238964
COSMOS 367,4564,1,313.9151,-3392.2213,6463.9444,6.347469,3.496106,1.509752,935.728764944889,7.402193659362135,0.0010130653398378838
COSMOS 367,4564,6,-4391.5179,-4808.4098,3366.2575,4.607604,-0.107984,5.768173,959.61551488432,7.3833254650598334,0.0010071903853187349
COSMOS 367,4564,12,5657.8846,4478.951,-1415.091,-2.919786,1.68824,-6.543797,982.5802671623269,7.361832907680328,0.0010011222615675867
COSMOS 367,4564,24,6284.8203,2294.3653,2984.3627,1.386199,4.106706,-5.983494,954.9469734831882,7.388422178386466,0.0010085279357234514
COSMOS 371,4578,1,2605.4232,-6542.1483,793.8721,1.631717,1.525222,7.162018,715.4777810594696,7.502219961431216,0.0010586669701389496
